cause_event_type,effect_event_type,count
Military_operation,Temporary_stay,1
Military_operation,GiveUp,1
Motion_directional,Employment,1
Temporary_stay,Self_motion,1
Destroying,Exchange,1
Action,Education_teaching,1
Reveal_secret,Manufacturing,1
Defending,Connect,1
Cause_to_be_included,Communication,1
Cause_to_be_included,Expressing_publicly,1
Departing,Commerce_buy,1
GiveUp,Confronting_problem,1
Cure,Arranging,1
Cure,Attack,1
Rescuing,Judgment_communication,1
Reveal_secret,Cause_change_of_position_on_a_scale,1
Legal_rulings,Giving,1
Check,Escaping,1
Check,Motion,1
Exchange,Process_end,1
Body_movement,Exchange,1
Patrolling,Presence,1
Response,Hostile_encounter,1
Response,Conquering,1
Publishing,Motion_directional,1
Process_start,Commerce_sell,1
Placing,Change,1
Process_start,Testing,1
Getting,GetReady,1
GetReady,Giving,1
GetReady,Getting,1
GetReady,Response,1
Commerce_pay,Resolve_problem,1
Departing,Resolve_problem,1
Change_event_time,Change,1
Kidnapping,Emptying,1
Kidnapping,Commerce_buy,1
Kidnapping,Arranging,1
Escaping,Supply,1
Writing,Becoming,1
Change_event_time,Sending,1
Body_movement,Arriving,1
Becoming,Openness,1
Research,Cause_to_make_progress,1
Motion_directional,Openness,1
Request,Catastrophe,1
Conquering,Openness,1
Giving,Process_end,1
Manufacturing,Presence,1
Agree_or_refuse_to_act,Change,1
Agree_or_refuse_to_act,Name_conferral,1
Presence,Traveling,1
Dispersal,Change_sentiment,1
Name_conferral,Dispersal,1
Come_together,Manufacturing,1
Supply,Becoming,1
Having_or_lacking_access,Process_end,1
Bodily_harm,Receiving,1
Body_movement,Legal_rulings,1
Bodily_harm,Criminal_investigation,1
Influence,Convincing,1
Coming_to_be,Convincing,1
Departing,Convincing,1
Create_artwork,Coming_to_be,1
Violence,Kidnapping,1
Having_or_lacking_access,Killing,1
Having_or_lacking_access,Bodily_harm,1
Having_or_lacking_access,Preventing_or_letting,1
Having_or_lacking_access,Presence,1
Preventing_or_letting,Cause_to_amalgamate,1
Rite,Bodily_harm,1
Rewards_and_punishments,Bodily_harm,1
Commerce_pay,Bodily_harm,1
Action,Robbery,1
Reporting,Revenge,1
Expressing_publicly,Revenge,1
Expansion,Giving,1
Expansion,Wearing,1
Expansion,Communication,1
Arrest,Action,1
Receiving,Change,1
Writing,Achieve,1
Receiving,Expressing_publicly,1
Death,Earnings_and_losses,1
Hiding_objects,Preventing_or_letting,1
Filling,Preventing_or_letting,1
Hiding_objects,Filling,1
Request,Reveal_secret,1
Criminal_investigation,Sending,1
Attack,Preserving,1
Action,Achieve,1
Choosing,Name_conferral,1
Prison,Preserving,1
Killing,Quarreling,1
Coming_to_believe,Agree_or_refuse_to_act,1
Reporting,Achieve,1
Cure,Releasing,1
Arrest,Expressing_publicly,1
Prison,Giving,1
Process_end,Scrutiny,1
Scrutiny,Becoming,1
Earnings_and_losses,Departing,1
Scrutiny,Scrutiny,1
Testing,Request,1
Testing,Scrutiny,1
Openness,Recording,1
Openness,Openness,1
Openness,Change_event_time,1
Cause_to_amalgamate,Departing,1
Cause_to_amalgamate,GiveUp,1
Kidnapping,Change_of_leadership,1
Commitment,Arrest,1
Kidnapping,Confronting_problem,1
Check,Check,1
Kidnapping,Becoming,1
Committing_crime,Quarreling,1
Kidnapping,Escaping,1
Giving,Catastrophe,1
Testing,Reforming_a_system,1
Connect,Agree_or_refuse_to_act,1
GetReady,Creating,1
Becoming,Manufacturing,1
Research,Defending,1
Warning,Use_firearm,1
Warning,Control,1
Self_motion,Robbery,1
Perception_active,Change,1
Commerce_buy,Name_conferral,1
Rewards_and_punishments,Choosing,1
Judgment_communication,Choosing,1
Rewards_and_punishments,Request,1
Sign_agreement,Change_event_time,1
Control,Perception_active,1
Commerce_buy,Preserving,1
Building,Surrounding,1
Commerce_buy,Expressing_publicly,1
Giving,Preserving,1
Assistance,Preserving,1
Giving,Commerce_buy,1
Competition,Having_or_lacking_access,1
Arranging,Award,1
Sign_agreement,Supply,1
Use_firearm,Convincing,1
Judgment_communication,Warning,1
Robbery,Damaging,1
Achieve,Motion_directional,1
Assistance,Cause_to_amalgamate,1
Besieging,Cure,1
Assistance,Cure,1
Assistance,Besieging,1
Preventing_or_letting,Releasing,1
Supply,Coming_to_be,1
Lighting,Change_event_time,1
Bringing,Judgment_communication,1
Lighting,Departing,1
Change,Receiving,1
Publishing,Receiving,1
Cause_to_amalgamate,Receiving,1
Social_event,Body_movement,1
Cause_to_make_progress,Recording,1
Motion_directional,Cause_change_of_position_on_a_scale,1
Writing,Supporting,1
Giving,Statement,1
Research,Telling,1
Legal_rulings,Attack,1
Legal_rulings,Defending,1
Telling,Request,1
Expend_resource,Reporting,1
Expend_resource,Death,1
Statement,Coming_to_believe,1
Reveal_secret,Bodily_harm,1
Manufacturing,Hold,1
Connect,Coming_to_be,1
Scouring,Know,1
Being_in_operation,Submitting_documents,1
Response,Change,1
Robbery,Committing_crime,1
Bringing,Rescuing,1
Supporting,Revenge,1
Releasing,Self_motion,1
Defending,Military_operation,1
Conquering,Patrolling,1
Besieging,Revenge,1
Robbery,Expend_resource,1
Robbery,Surrendering,1
Expend_resource,Cause_change_of_position_on_a_scale,1
Robbery,Cause_change_of_position_on_a_scale,1
Connect,Publishing,1
Commerce_sell,Check,1
Publishing,Expend_resource,1
Publishing,Commerce_sell,1
Publishing,Temporary_stay,1
Publishing,Placing,1
Influence,Cause_to_be_included,1
Influence,Communication,1
Carry_goods,Judgment_communication,1
Judgment_communication,Influence,1
Change_event_time,Hindering,1
Perception_active,Bringing,1
Perception_active,Surrendering,1
Coming_to_believe,Reporting,1
Motion_directional,Expansion,1
Releasing,Use_firearm,1
Expressing_publicly,Commitment,1
Releasing,Death,1
Come_together,Robbery,1
Change_of_leadership,Competition,1
Receiving,Emptying,1
Giving,Emptying,1
Conquering,Research,1
Arranging,Convincing,1
Surrendering,Killing,1
Coming_to_believe,Defending,1
Cause_to_amalgamate,Defending,1
Publishing,Commerce_buy,1
Earnings_and_losses,GetReady,1
GetReady,Recovering,1
Departing,GetReady,1
Body_movement,Use_firearm,1
Exchange,Death,1
Commitment,Conquering,1
Attack,Testing,1
Departing,Becoming,1
Check,Cure,1
Arriving,Wearing,1
Violence,Receiving,1
Limiting,Removing,1
Scrutiny,Removing,1
Arrest,Receiving,1
Limiting,Agree_or_refuse_to_act,1
Bringing,Military_operation,1
Change_of_leadership,Cause_change_of_strength,1
Violence,Prison,1
Violence,Legality,1
Getting,Traveling,1
Committing_crime,Process_start,1
Social_event,Recovering,1
Publishing,Supply,1
GiveUp,Judgment_communication,1
GiveUp,Legal_rulings,1
Expend_resource,Building,1
Releasing,Employment,1
Expend_resource,Recovering,1
Control,Coming_to_be,1
GiveUp,Employment,1
GiveUp,Releasing,1
Legal_rulings,Employment,1
Change_of_leadership,Create_artwork,1
Preventing_or_letting,Robbery,1
Change_of_leadership,Sending,1
Escaping,Telling,1
Escaping,Name_conferral,1
Arriving,Hold,1
Motion_directional,Telling,1
Supporting,Presence,1
Arranging,Sign_agreement,1
Giving,Reporting,1
Death,Sign_agreement,1
Becoming_a_member,Sign_agreement,1
Social_event,Coming_to_believe,1
Recording,Conquering,1
Recovering,Control,1
Hold,Commerce_buy,1
Military_operation,Expend_resource,1
Building,Arriving,1
Hindering,Expend_resource,1
Hindering,Use_firearm,1
Use_firearm,Expend_resource,1
Change_sentiment,Statement,1
Temporary_stay,Judgment_communication,1
Come_together,Judgment_communication,1
Testing,Statement,1
Scrutiny,Commerce_buy,1
Name_conferral,Surrendering,1
Change,Catastrophe,1
Use_firearm,Reforming_a_system,1
Traveling,GiveUp,1
Preventing_or_letting,Testing,1
Body_movement,Testing,1
Response,Testing,1
Departing,Recording,1
Deciding,Legal_rulings,1
Research,Criminal_investigation,1
Commerce_sell,Social_event,1
Cause_change_of_position_on_a_scale,Commerce_sell,1
Recording,Having_or_lacking_access,1
Bringing,Openness,1
Warning,Openness,1
Warning,Expressing_publicly,1
Warning,Motion_directional,1
Warning,Bringing,1
Self_motion,Wearing,1
Perception_active,Cause_to_make_progress,1
Perception_active,Publishing,1
Building,Supporting,1
Motion_directional,Arranging,1
Traveling,Recovering,1
Catastrophe,Patrolling,1
Dispersal,Coming_to_be,1
Know,Hindering,1
Influence,Violence,1
Change_of_leadership,Departing,1
Rescuing,Motion,1
Rescuing,Temporary_stay,1
Escaping,Action,1
GiveUp,Robbery,1
Surrendering,Departing,1
Surrendering,Traveling,1
Hiding_objects,Presence,1
Writing,Earnings_and_losses,1
Connect,Assistance,1
Hindering,Request,1
Temporary_stay,Temporary_stay,1
Building,Dispersal,1
Building,Assistance,1
Hiding_objects,Request,1
Hiding_objects,Commitment,1
Hiding_objects,Attack,1
Expressing_publicly,Communication,1
Arranging,Writing,1
Expressing_publicly,Writing,1
Becoming,Writing,1
Becoming,Cause_to_make_progress,1
Name_conferral,Change_event_time,1
Building,Sending,1
Removing,Committing_crime,1
Earnings_and_losses,Defending,1
Request,Hindering,1
Process_start,Having_or_lacking_access,1
Self_motion,Committing_crime,1
Self_motion,Having_or_lacking_access,1
Self_motion,Traveling,1
Becoming_a_member,Departing,1
Placing,Traveling,1
Departing,Committing_crime,1
Control,Use_firearm,1
Becoming_a_member,Committing_crime,1
Presence,Legality,1
Presence,Rewards_and_punishments,1
Criminal_investigation,Prison,1
Connect,Arrest,1
Escaping,Kidnapping,1
Hold,Filling,1
Creating,Commerce_buy,1
Wearing,Releasing,1
Arrest,Presence,1
Wearing,Presence,1
Publishing,Presence,1
Releasing,Presence,1
Publishing,GetReady,1
Wearing,Arrest,1
Publishing,Competition,1
Wearing,Motion,1
Exchange,Departing,1
Motion,Exchange,1
Recording,Criminal_investigation,1
Exchange,Recording,1
Recording,Departing,1
Agree_or_refuse_to_act,GiveUp,1
Cause_change_of_position_on_a_scale,Criminal_investigation,1
Motion,Recording,1
Criminal_investigation,Departing,1
Cause_change_of_strength,Expend_resource,1
Self_motion,Expend_resource,1
Arriving,Achieve,1
Hiding_objects,Know,1
Cause_to_amalgamate,Competition,1
Departing,Filling,1
Filling,Action,1
Change_of_leadership,Supply,1
Arranging,Bearing_arms,1
Emptying,Process_start,1
Presence,Surrendering,1
Change_of_leadership,Cause_to_amalgamate,1
Reforming_a_system,Hindering,1
Agree_or_refuse_to_act,Reforming_a_system,1
Reforming_a_system,Process_start,1
Arriving,Exchange,1
Process_start,Exchange,1
Protest,Action,1
Forming_relationships,Escaping,1
Action,Forming_relationships,1
Forming_relationships,Change_of_leadership,1
Cause_change_of_strength,Connect,1
Action,Connect,1
Forming_relationships,Temporary_stay,1
Know,Award,1
Surrounding,Surrendering,1
Action,Award,1
Filling,Damaging,1
Cause_to_amalgamate,Commerce_pay,1
Connect,Presence,1
Confronting_problem,Sending,1
Preserving,Receiving,1
Arranging,Rewards_and_punishments,1
Earnings_and_losses,Rewards_and_punishments,1
Achieve,Expressing_publicly,1
Achieve,Commerce_pay,1
Judgment_communication,Achieve,1
Resolve_problem,Sign_agreement,1
Coming_to_be,Research,1
Cause_change_of_strength,Perception_active,1
Conquering,Connect,1
Defending,Perception_active,1
Sending,Manufacturing,1
Supply,Patrolling,1
Response,Publishing,1
Quarreling,Statement,1
Quarreling,Publishing,1
Publishing,Recovering,1
Use_firearm,Committing_crime,1
Death,Communication,1
Motion_directional,Sending,1
Connect,Sending,1
Hold,Renting,1
Process_end,Renting,1
Renting,Arriving,1
Choosing,Renting,1
Criminal_investigation,Influence,1
Earnings_and_losses,Rite,1
Sending,Criminal_investigation,1
Earnings_and_losses,Influence,1
Sending,Commerce_buy,1
Know,Commerce_buy,1
Receiving,Receiving,1
Sending,Influence,1
Hindering,Destroying,1
Arrest,Rite,1
Statement,Rite,1
Confronting_problem,Commerce_buy,1
Know,Confronting_problem,1
Arrest,Influence,1
Criminal_investigation,Commerce_buy,1
Hold,Openness,1
Receiving,Legal_rulings,1
Receiving,Telling,1
Receiving,Request,1
Exchange,Confronting_problem,1
Commerce_sell,Perception_active,1
Building,Traveling,1
Destroying,Traveling,1
Commerce_sell,Building,1
Assistance,Building,1
Warning,Warning,1
Robbery,Becoming,1
Create_artwork,Cause_to_be_included,1
Resolve_problem,Agree_or_refuse_to_act,1
Filling,Defending,1
Change_of_leadership,Change_event_time,1
Sending,Request,1
Bodily_harm,Besieging,1
Check,Use_firearm,1
Check,Arrest,1
Defending,Cure,1
Prison,Preventing_or_letting,1
Besieging,Prison,1
Prison,Conquering,1
Scrutiny,Deciding,1
Cure,Giving,1
Influence,Catastrophe,1
Choosing,Bearing_arms,1
Quarreling,Bearing_arms,1
Change_of_leadership,Catastrophe,1
Releasing,Creating,1
Placing,Name_conferral,1
Placing,Manufacturing,1
Writing,Agree_or_refuse_to_act,1
Convincing,Publishing,1
Forming_relationships,Research,1
Defending,Change,1
Commerce_sell,Preventing_or_letting,1
Traveling,Coming_to_believe,1
Violence,Research,1
Response,Legality,1
Criminal_investigation,Response,1
Self_motion,Publishing,1
Self_motion,Testing,1
Reforming_a_system,Cure,1
Terrorism,Cure,1
Terrorism,Agree_or_refuse_to_act,1
Bringing,Motion_directional,1
Bringing,Action,1
Bringing,Reforming_a_system,1
Manufacturing,Reveal_secret,1
Scrutiny,Damaging,1
Scrutiny,Releasing,1
Action,Reveal_secret,1
Rewards_and_punishments,Rewards_and_punishments,1
Commerce_sell,Process_start,1
Commerce_sell,Hold,1
Commerce_sell,Attack,1
Commerce_sell,Statement,1
Body_movement,Hindering,1
Kidnapping,Cause_change_of_strength,1
Terrorism,Name_conferral,1
Commerce_buy,Perception_active,1
Confronting_problem,Recovering,1
Confronting_problem,Exchange,1
Removing,Agree_or_refuse_to_act,1
Confronting_problem,Removing,1
Change_event_time,Getting,1
Removing,Cause_change_of_position_on_a_scale,1
Assistance,Response,1
Exchange,Arriving,1
Change_event_time,Agree_or_refuse_to_act,1
Change_event_time,Arriving,1
Process_end,Check,1
Removing,Recovering,1
Removing,Exchange,1
Process_end,Exchange,1
Assistance,Commerce_pay,1
Change_event_time,Check,1
Change_event_time,Surrendering,1
Confronting_problem,Process_end,1
Change_event_time,Exchange,1
Escaping,Check,1
Escaping,Exchange,1
Confronting_problem,Commerce_pay,1
Assistance,Confronting_problem,1
Change_event_time,Confronting_problem,1
Change_event_time,Attack,1
Assistance,Check,1
Confronting_problem,Arriving,1
Request,Confronting_problem,1
Assistance,Exchange,1
Confronting_problem,Attack,1
Commerce_pay,Arriving,1
Escaping,Commerce_pay,1
Removing,Commerce_pay,1
Confronting_problem,Check,1
Escaping,Response,1
Commerce_pay,Conquering,1
Commerce_pay,Hold,1
Cause_to_make_progress,Rescuing,1
Temporary_stay,Rescuing,1
Cause_to_make_progress,Temporary_stay,1
Creating,Research,1
Being_in_operation,Process_start,1
Motion_directional,Warning,1
Practice,Publishing,1
Emptying,Coming_to_be,1
Earnings_and_losses,Forming_relationships,1
Traveling,Education_teaching,1
Motion_directional,Education_teaching,1
Getting,Education_teaching,1
Preventing_or_letting,Bringing,1
Know,Rescuing,1
Rescuing,Bringing,1
Perception_active,Legal_rulings,1
Killing,Education_teaching,1
Process_start,Cure,1
Destroying,Cure,1
Change,Cure,1
Placing,Coming_to_be,1
Commitment,Bringing,1
Conquering,Commitment,1
Surrendering,Assistance,1
Know,Coming_to_be,1
Placing,Commitment,1
Arrest,Exchange,1
Statement,Exchange,1
Patrolling,Bringing,1
Patrolling,Escaping,1
Motion_directional,Bringing,1
Building,Temporary_stay,1
Expressing_publicly,Motion_directional,1
Escaping,Scrutiny,1
Expressing_publicly,Scrutiny,1
Hold,Cause_change_of_strength,1
Giving,Rewards_and_punishments,1
Commerce_pay,Giving,1
Commerce_pay,Rewards_and_punishments,1
Damaging,Cure,1
Convincing,Placing,1
Convincing,Arranging,1
Convincing,Social_event,1
Recovering,Bringing,1
Removing,Besieging,1
Self_motion,Hiding_objects,1
Hiding_objects,Arriving,1
Creating,Employment,1
Presence,Expansion,1
Change_of_leadership,Besieging,1
Becoming,Besieging,1
Receiving,Besieging,1
Presence,Reforming_a_system,1
Reforming_a_system,Motion,1
Reforming_a_system,Coming_to_believe,1
Process_end,Damaging,1
Process_end,Death,1
Presence,Research,1
Reforming_a_system,Research,1
Process_start,Collaboration,1
Collaboration,Agree_or_refuse_to_act,1
Cause_to_amalgamate,Process_start,1
Preventing_or_letting,Dispersal,1
Competition,Recovering,1
Competition,Create_artwork,1
Reforming_a_system,Placing,1
Building,Placing,1
Sign_agreement,Preserving,1
Action,Bearing_arms,1
Departing,Control,1
Bearing_arms,Use_firearm,1
Supporting,Communication,1
Supporting,Reporting,1
Building,Recovering,1
Expansion,Becoming,1
Death,Reveal_secret,1
Limiting,Cause_change_of_strength,1
Catastrophe,Limiting,1
Temporary_stay,Exchange,1
Sending,Releasing,1
Temporary_stay,Releasing,1
Conquering,Convincing,1
Committing_crime,Hold,1
Research,Change,1
Change,Protest,1
Research,Cause_change_of_position_on_a_scale,1
Expend_resource,Receiving,1
Communication,Dispersal,1
Convincing,Expressing_publicly,1
Communication,Hiding_objects,1
Change,Change_event_time,1
Change,Come_together,1
Protest,Preserving,1
Removing,Communication,1
Cause_change_of_position_on_a_scale,Protest,1
Protest,Communication,1
Cause_change_of_position_on_a_scale,Preserving,1
Supply,Protest,1
Supply,Preserving,1
Protest,Control,1
Employment,Protest,1
Employment,Preserving,1
Supply,Communication,1
Removing,Preserving,1
Cure,Recovering,1
Cure,Change_event_time,1
Supporting,Cause_change_of_position_on_a_scale,1
Supporting,Expend_resource,1
Supporting,Traveling,1
Supporting,Hold,1
Cause_change_of_position_on_a_scale,Social_event,1
Agree_or_refuse_to_act,Receiving,1
Cause_to_amalgamate,Cause_to_amalgamate,1
Recording,Getting,1
Sending,Social_event,1
Change_event_time,Social_event,1
Surrendering,Motion_directional,1
Departing,Surrendering,1
Patrolling,Surrendering,1
Expressing_publicly,Departing,1
Commerce_pay,Employment,1
Expressing_publicly,Robbery,1
Change,Robbery,1
Choosing,Besieging,1
Creating,Besieging,1
Killing,Recovering,1
Change_event_time,Destroying,1
Arriving,Carry_goods,1
Carry_goods,Expressing_publicly,1
Catastrophe,Carry_goods,1
Being_in_operation,Writing,1
Being_in_operation,Carry_goods,1
Hiding_objects,Motion,1
Change_of_leadership,Coming_to_believe,1
Change_of_leadership,Arranging,1
Connect,Criminal_investigation,1
Publishing,Name_conferral,1
Come_together,Name_conferral,1
Come_together,Publishing,1
Come_together,Use_firearm,1
Warning,Dispersal,1
Attack,Employment,1
Warning,Destroying,1
Having_or_lacking_access,Destroying,1
Warning,Agree_or_refuse_to_act,1
Having_or_lacking_access,Earnings_and_losses,1
Destroying,Cause_change_of_strength,1
Warning,Besieging,1
Revenge,Damaging,1
Revenge,Departing,1
Deciding,Name_conferral,1
Statement,Name_conferral,1
Deciding,Arrest,1
Becoming_a_member,Giving,1
Becoming_a_member,Surrendering,1
Becoming_a_member,Bodily_harm,1
Surrendering,Giving,1
Becoming_a_member,Besieging,1
Request,Coming_to_believe,1
Building,Commerce_buy,1
Arranging,Commerce_buy,1
Choosing,Commerce_buy,1
Removing,Presence,1
Judgment_communication,Limiting,1
Sending,Judgment_communication,1
Judgment_communication,Supply,1
Influence,Change_event_time,1
Choosing,Damaging,1
Bodily_harm,Assistance,1
Departing,Emptying,1
Coming_to_believe,Cause_to_make_progress,1
Coming_to_believe,Conquering,1
Expend_resource,Self_motion,1
Expend_resource,Agree_or_refuse_to_act,1
Being_in_operation,Hostile_encounter,1
Carry_goods,Preventing_or_letting,1
Carry_goods,Motion,1
Carry_goods,Control,1
Expend_resource,Change_of_leadership,1
Perception_active,Agree_or_refuse_to_act,1
Cause_change_of_position_on_a_scale,Deciding,1
Cause_to_amalgamate,Name_conferral,1
Communication,Reporting,1
Destroying,Hold,1
Damaging,Perception_active,1
Action,Supporting,1
Commerce_pay,Reporting,1
Action,Body_movement,1
Action,Arranging,1
Know,Exchange,1
Self_motion,Exchange,1
Agree_or_refuse_to_act,Exchange,1
Scrutiny,Surrendering,1
Expend_resource,Escaping,1
Expend_resource,Motion,1
Sending,Becoming_a_member,1
Defending,Bearing_arms,1
Surrendering,Control,1
Surrendering,Defending,1
Preventing_or_letting,Death,1
Surrendering,Cause_change_of_strength,1
Surrendering,Becoming_a_member,1
Surrendering,Confronting_problem,1
Research,Judgment_communication,1
Education_teaching,Judgment_communication,1
Come_together,Achieve,1
Cause_change_of_position_on_a_scale,Choosing,1
Connect,Change,1
Connect,Connect,1
Connect,Resolve_problem,1
Connect,Motion_directional,1
Judgment_communication,Getting,1
Employment,Getting,1
Motion_directional,Judgment_communication,1
Besieging,Communication,1
Exchange,Bringing,1
Change_event_time,Bringing,1
Exchange,Change_event_time,1
Earnings_and_losses,Dispersal,1
Dispersal,Statement,1
Telling,Quarreling,1
Becoming,Legal_rulings,1
Becoming,Protest,1
Becoming,Come_together,1
Becoming,Response,1
Becoming,Assistance,1
Commerce_pay,Assistance,1
Defending,Protest,1
Writing,Death,1
Response,Choosing,1
Reforming_a_system,Giving,1
Violence,Sending,1
Violence,Collaboration,1
Escaping,Recording,1
Criminal_investigation,Protest,1
Perception_active,Coming_to_be,1
Perception_active,Use_firearm,1
Placing,Releasing,1
Bodily_harm,Releasing,1
Recovering,Placing,1
Perception_active,Destroying,1
Presence,Hiding_objects,1
Preventing_or_letting,Cause_to_make_progress,1
Process_start,Reforming_a_system,1
Cause_to_make_progress,Reforming_a_system,1
Expend_resource,Presence,1
Motion_directional,Come_together,1
Rescuing,Rescuing,1
Connect,Surrendering,1
Action,Filling,1
Sending,Filling,1
Cause_to_make_progress,Bodily_harm,1
Collaboration,Removing,1
Coming_to_be,Collaboration,1
Commerce_sell,Dispersal,1
Quarreling,Dispersal,1
Commerce_sell,Quarreling,1
Supply,Reforming_a_system,1
Preserving,Process_end,1
Exchange,Becoming,1
Publishing,Coming_to_believe,1
Traveling,Commerce_pay,1
Traveling,Expend_resource,1
Expend_resource,Commerce_pay,1
Traveling,Writing,1
Giving,Request,1
Legality,Request,1
Traveling,Legal_rulings,1
Traveling,Legality,1
Expend_resource,Releasing,1
Achieve,Hindering,1
Perception_active,Escaping,1
Departing,Assistance,1
Assistance,Coming_to_believe,1
Motion_directional,Cure,1
Change,Scrutiny,1
Releasing,Criminal_investigation,1
Arriving,Criminal_investigation,1
Warning,Statement,1
Releasing,Arriving,1
Check,Legality,1
Giving,Legal_rulings,1
Know,Name_conferral,1
Communication,Rewards_and_punishments,1
Preventing_or_letting,Know,1
Response,Cause_change_of_strength,1
Preventing_or_letting,Commerce_sell,1
Preventing_or_letting,Commerce_pay,1
Supporting,Agree_or_refuse_to_act,1
Come_together,Surrounding,1
Removing,Cause_to_be_included,1
Agree_or_refuse_to_act,Patrolling,1
Escaping,Patrolling,1
Self_motion,Patrolling,1
Cause_to_amalgamate,Patrolling,1
Dispersal,Patrolling,1
Hindering,Motion_directional,1
Hindering,Killing,1
Temporary_stay,Creating,1
Action,Expansion,1
Departing,Reveal_secret,1
Cause_change_of_strength,GiveUp,1
Cause_change_of_strength,Temporary_stay,1
Building,Receiving,1
Cause_to_be_included,Filling,1
Reporting,Influence,1
Destroying,Come_together,1
Process_start,Patrolling,1
Hold,Patrolling,1
Change_event_time,Hold,1
Award,Hold,1
Change_event_time,Award,1
Statement,Bodily_harm,1
Warning,Damaging,1
Warning,Catastrophe,1
Cause_change_of_position_on_a_scale,Warning,1
Cause_to_be_included,Statement,1
Committing_crime,Expressing_publicly,1
Cause_to_be_included,Death,1
Influence,Motion_directional,1
Building,Departing,1
Building,Becoming,1
GiveUp,Motion,1
Writing,Convincing,1
Writing,Preventing_or_letting,1
Writing,Supply,1
Commitment,Reporting,1
Commitment,Statement,1
Response,Legal_rulings,1
Commitment,Know,1
Bringing,Request,1
Preventing_or_letting,Rewards_and_punishments,1
Getting,Damaging,1
Surrounding,Attack,1
Manufacturing,Removing,1
Come_together,Change_of_leadership,1
Deciding,Commitment,1
Achieve,Judgment_communication,1
Rescuing,Statement,1
Conquering,Rescuing,1
GetReady,Statement,1
Education_teaching,Being_in_operation,1
Education_teaching,Supply,1
Change,Being_in_operation,1
Competition,Being_in_operation,1
Process_end,Resolve_problem,1
Forming_relationships,Resolve_problem,1
Forming_relationships,Commitment,1
Research,Attack,1
Research,Motion,1
Research,Process_start,1
Killing,Confronting_problem,1
Sign_agreement,Killing,1
Self_motion,Perception_active,1
Process_end,Influence,1
Recovering,Communication,1
Agree_or_refuse_to_act,Cause_to_amalgamate,1
Manufacturing,Hindering,1
Destroying,Arranging,1
Choosing,GetReady,1
Cause_to_amalgamate,Check,1
Defending,Check,1
Defending,Cause_to_amalgamate,1
Patrolling,Change,1
Patrolling,Agree_or_refuse_to_act,1
Process_end,Agree_or_refuse_to_act,1
Patrolling,Traveling,1
Patrolling,Process_end,1
Catastrophe,Expend_resource,1
Giving,Cause_change_of_strength,1
Earnings_and_losses,Arrest,1
Preventing_or_letting,Change_of_leadership,1
Cause_change_of_position_on_a_scale,Placing,1
Perception_active,Departing,1
Hindering,Damaging,1
Preserving,Attack,1
Preserving,Action,1
Preserving,Damaging,1
Preserving,Hindering,1
Motion_directional,Supporting,1
Arranging,Commitment,1
Preserving,Bringing,1
Earnings_and_losses,Recording,1
Expansion,Earnings_and_losses,1
Military_operation,Cause_to_amalgamate,1
Control,Sign_agreement,1
Destroying,Limiting,1
Publishing,Manufacturing,1
Expansion,Destroying,1
Collaboration,Conquering,1
Expansion,Emptying,1
Emptying,Hostile_encounter,1
Hostile_encounter,Patrolling,1
Collaboration,Arriving,1
Coming_to_be,Come_together,1
Patrolling,Bodily_harm,1
Patrolling,Name_conferral,1
Education_teaching,Preventing_or_letting,1
Education_teaching,Damaging,1
Education_teaching,Name_conferral,1
Placing,Earnings_and_losses,1
Change_sentiment,Escaping,1
Dispersal,Request,1
Surrounding,Becoming,1
Being_in_operation,Filling,1
Being_in_operation,Creating,1
Being_in_operation,Dispersal,1
Receiving,Cause_to_amalgamate,1
Forming_relationships,Earnings_and_losses,1
Expressing_publicly,Connect,1
Preventing_or_letting,Writing,1
Besieging,Getting,1
Know,Besieging,1
Hold,Cause_to_amalgamate,1
Manufacturing,Cause_to_amalgamate,1
Change_event_time,Process_start,1
Sign_agreement,Hold,1
Creating,Limiting,1
Recording,Social_event,1
Reforming_a_system,Control,1
Control,Expansion,1
Getting,Preserving,1
Bearing_arms,Destroying,1
Expressing_publicly,Request,1
Rewards_and_punishments,Killing,1
Telling,GiveUp,1
Telling,Escaping,1
Expansion,Besieging,1
Action,Telling,1
Placing,Hiding_objects,1
Being_in_operation,Influence,1
Being_in_operation,Rewards_and_punishments,1
Being_in_operation,Coming_to_believe,1
Being_in_operation,Agree_or_refuse_to_act,1
Catastrophe,Rewards_and_punishments,1
Hiding_objects,Coming_to_be,1
Supply,Motion,1
Expend_resource,Name_conferral,1
Giving,Change_event_time,1
Assistance,Earnings_and_losses,1
Choosing,Body_movement,1
Expressing_publicly,Deciding,1
Action,Releasing,1
Removing,Building,1
Dispersal,Killing,1
Dispersal,Conquering,1
Conquering,Manufacturing,1
Choosing,Control,1
Arrest,Military_operation,1
Communication,Hostile_encounter,1
Communication,Change_of_leadership,1
Control,Receiving,1
Change_event_time,Sign_agreement,1
Bodily_harm,Deciding,1
Bodily_harm,Reveal_secret,1
Request,Cure,1
Conquering,Cure,1
Know,Action,1
Know,Cure,1
Action,Cure,1
Know,Recording,1
Request,Presence,1
Cause_change_of_position_on_a_scale,Presence,1
Presence,Besieging,1
Military_operation,Change_event_time,1
Quarreling,Change_event_time,1
Response,Cause_change_of_position_on_a_scale,1
Expressing_publicly,Bearing_arms,1
Commitment,Sign_agreement,1
Motion,Military_operation,1
Coming_to_believe,Destroying,1
Sign_agreement,Destroying,1
