cause_event_type,effect_event_type,count,pct_all_causal_relations,pct_of_cause_type
Supporting,Reporting,1,0.0019,0.7246
Building,Recovering,1,0.0019,0.7752
Expansion,Becoming,1,0.0019,1.2987
Death,Reveal_secret,1,0.0019,0.2128
Limiting,Cause_change_of_strength,1,0.0019,7.1429
Catastrophe,Limiting,1,0.0019,0.0090
Temporary_stay,Exchange,1,0.0019,2.0833
Sending,Releasing,1,0.0019,0.3745
Temporary_stay,Releasing,1,0.0019,2.0833
Conquering,Convincing,1,0.0019,0.1304
Committing_crime,Hold,1,0.0019,0.3636
Research,Change,1,0.0019,3.4483
Change,Protest,1,0.0019,0.4255
Research,Cause_change_of_position_on_a_scale,1,0.0019,3.4483
Expend_resource,Receiving,1,0.0019,1.8182
Communication,Dispersal,1,0.0019,0.6369
Convincing,Expressing_publicly,1,0.0019,1.0638
Communication,Hiding_objects,1,0.0019,0.6369
Change,Change_event_time,1,0.0019,0.4255
Change,Come_together,1,0.0019,0.4255
Protest,Preserving,1,0.0019,0.8403
Removing,Communication,1,0.0019,0.5236
Cause_change_of_position_on_a_scale,Protest,1,0.0019,0.2571
Protest,Communication,1,0.0019,0.8403
Cause_change_of_position_on_a_scale,Preserving,1,0.0019,0.2571
Supply,Protest,1,0.0019,0.8929
Supply,Preserving,1,0.0019,0.8929
Protest,Control,1,0.0019,0.8403
Employment,Protest,1,0.0019,2.3810
Employment,Preserving,1,0.0019,2.3810
Supply,Communication,1,0.0019,0.8929
Removing,Preserving,1,0.0019,0.5236
Cure,Recovering,1,0.0019,11.1111
Cure,Change_event_time,1,0.0019,11.1111
Supporting,Cause_change_of_position_on_a_scale,1,0.0019,0.7246
Supporting,Expend_resource,1,0.0019,0.7246
Supporting,Traveling,1,0.0019,0.7246
Supporting,Hold,1,0.0019,0.7246
Cause_change_of_position_on_a_scale,Social_event,1,0.0019,0.2571
Agree_or_refuse_to_act,Receiving,1,0.0019,0.3831
Cause_to_amalgamate,Cause_to_amalgamate,1,0.0019,0.7752
Recording,Getting,1,0.0019,2.2222
Sending,Social_event,1,0.0019,0.3745
Change_event_time,Social_event,1,0.0019,1.4085
Surrendering,Motion_directional,1,0.0019,1.1364
Departing,Surrendering,1,0.0019,0.4115
Patrolling,Surrendering,1,0.0019,2.1739
Expressing_publicly,Departing,1,0.0019,0.4065
Commerce_pay,Employment,1,0.0019,3.5714
Expressing_publicly,Robbery,1,0.0019,0.4065
Change,Robbery,1,0.0019,0.4255
Choosing,Besieging,1,0.0019,0.3472
Creating,Besieging,1,0.0019,0.1715
Killing,Recovering,1,0.0019,0.1026
Change_event_time,Destroying,1,0.0019,1.4085
Arriving,Carry_goods,1,0.0019,0.1328
Carry_goods,Expressing_publicly,1,0.0019,6.2500
Catastrophe,Carry_goods,1,0.0019,0.0090
Being_in_operation,Writing,1,0.0019,0.8000
Being_in_operation,Carry_goods,1,0.0019,0.8000
Hiding_objects,Motion,1,0.0019,4.1667
Change_of_leadership,Coming_to_believe,1,0.0019,0.1770
Change_of_leadership,Arranging,1,0.0019,0.1770
Connect,Criminal_investigation,1,0.0019,1.2195
Publishing,Name_conferral,1,0.0019,0.8772
Come_together,Name_conferral,1,0.0019,0.4608
Come_together,Publishing,1,0.0019,0.4608
Come_together,Use_firearm,1,0.0019,0.4608
Warning,Dispersal,1,0.0019,1.3158
Attack,Employment,1,0.0019,0.0244
Warning,Destroying,1,0.0019,1.3158
Having_or_lacking_access,Destroying,1,0.0019,6.2500
Warning,Agree_or_refuse_to_act,1,0.0019,1.3158
Having_or_lacking_access,Earnings_and_losses,1,0.0019,6.2500
Destroying,Cause_change_of_strength,1,0.0019,0.2119
Warning,Besieging,1,0.0019,1.3158
Revenge,Damaging,1,0.0019,5.5556
Revenge,Departing,1,0.0019,5.5556
Deciding,Name_conferral,1,0.0019,0.5181
Statement,Name_conferral,1,0.0019,0.5291
Deciding,Arrest,1,0.0019,0.5181
Becoming_a_member,Giving,1,0.0019,1.2346
Becoming_a_member,Surrendering,1,0.0019,1.2346
Becoming_a_member,Bodily_harm,1,0.0019,1.2346
Surrendering,Giving,1,0.0019,1.1364
Becoming_a_member,Besieging,1,0.0019,1.2346
Request,Coming_to_believe,1,0.0019,0.2188
Building,Commerce_buy,1,0.0019,0.7752
Arranging,Commerce_buy,1,0.0019,0.1311
Choosing,Commerce_buy,1,0.0019,0.3472
Removing,Presence,1,0.0019,0.5236
Judgment_communication,Limiting,1,0.0019,0.4065
Sending,Judgment_communication,1,0.0019,0.3745
Judgment_communication,Supply,1,0.0019,0.4065
Influence,Change_event_time,1,0.0019,0.4651
Choosing,Damaging,1,0.0019,0.3472
Bodily_harm,Assistance,1,0.0019,0.3125
Departing,Emptying,1,0.0019,0.4115
Coming_to_believe,Cause_to_make_progress,1,0.0019,2.0408
Coming_to_believe,Conquering,1,0.0019,2.0408
Expend_resource,Self_motion,1,0.0019,1.8182
Expend_resource,Agree_or_refuse_to_act,1,0.0019,1.8182
Being_in_operation,Hostile_encounter,1,0.0019,0.8000
Carry_goods,Preventing_or_letting,1,0.0019,6.2500
Carry_goods,Motion,1,0.0019,6.2500
Carry_goods,Control,1,0.0019,6.2500
Expend_resource,Change_of_leadership,1,0.0019,1.8182
Perception_active,Agree_or_refuse_to_act,1,0.0019,1.1236
Cause_change_of_position_on_a_scale,Deciding,1,0.0019,0.2571
Cause_to_amalgamate,Name_conferral,1,0.0019,0.7752
Communication,Reporting,1,0.0019,0.6369
Destroying,Hold,1,0.0019,0.2119
Damaging,Perception_active,1,0.0019,0.4016
Action,Supporting,1,0.0019,0.2695
Commerce_pay,Reporting,1,0.0019,3.5714
Action,Body_movement,1,0.0019,0.2695
Action,Arranging,1,0.0019,0.2695
Know,Exchange,1,0.0019,0.3236
Self_motion,Exchange,1,0.0019,0.1328
Agree_or_refuse_to_act,Exchange,1,0.0019,0.3831
Scrutiny,Surrendering,1,0.0019,1.1364
Expend_resource,Escaping,1,0.0019,1.8182
Expend_resource,Motion,1,0.0019,1.8182
Sending,Becoming_a_member,1,0.0019,0.3745
Defending,Bearing_arms,1,0.0019,0.3096
Surrendering,Control,1,0.0019,1.1364
Surrendering,Defending,1,0.0019,1.1364
Preventing_or_letting,Death,1,0.0019,0.3891
Surrendering,Cause_change_of_strength,1,0.0019,1.1364
Surrendering,Becoming_a_member,1,0.0019,1.1364
Surrendering,Confronting_problem,1,0.0019,1.1364
Research,Judgment_communication,1,0.0019,3.4483
Education_teaching,Judgment_communication,1,0.0019,1.4925
Come_together,Achieve,1,0.0019,0.4608
Cause_change_of_position_on_a_scale,Choosing,1,0.0019,0.2571
Connect,Change,1,0.0019,1.2195
Connect,Connect,1,0.0019,1.2195
Connect,Resolve_problem,1,0.0019,1.2195
Connect,Motion_directional,1,0.0019,1.2195
Judgment_communication,Getting,1,0.0019,0.4065
Employment,Getting,1,0.0019,2.3810
Motion_directional,Judgment_communication,1,0.0019,0.2817
Besieging,Communication,1,0.0019,0.3788
Exchange,Bringing,1,0.0019,5.0000
Change_event_time,Bringing,1,0.0019,1.4085
Exchange,Change_event_time,1,0.0019,5.0000
Earnings_and_losses,Dispersal,1,0.0019,0.3058
Dispersal,Statement,1,0.0019,1.0526
Telling,Quarreling,1,0.0019,2.1277
Becoming,Legal_rulings,1,0.0019,0.4405
Becoming,Protest,1,0.0019,0.4405
Becoming,Come_together,1,0.0019,0.4405
Becoming,Response,1,0.0019,0.4405
Becoming,Assistance,1,0.0019,0.4405
Commerce_pay,Assistance,1,0.0019,3.5714
Defending,Protest,1,0.0019,0.3096
Writing,Death,1,0.0019,4.1667
Response,Choosing,1,0.0019,0.6329
Reforming_a_system,Giving,1,0.0019,2.0408
Violence,Sending,1,0.0019,0.2299
Violence,Collaboration,1,0.0019,0.2299
Escaping,Recording,1,0.0019,0.2899
Criminal_investigation,Protest,1,0.0019,0.8403
Perception_active,Coming_to_be,1,0.0019,1.1236
Perception_active,Use_firearm,1,0.0019,1.1236
Placing,Releasing,1,0.0019,0.4016
Bodily_harm,Releasing,1,0.0019,0.3125
Recovering,Placing,1,0.0019,0.9804
Perception_active,Destroying,1,0.0019,1.1236
Presence,Hiding_objects,1,0.0019,0.1764
Preventing_or_letting,Cause_to_make_progress,1,0.0019,0.3891
Process_start,Reforming_a_system,1,0.0019,0.0766
Cause_to_make_progress,Reforming_a_system,1,0.0019,0.4717
Expend_resource,Presence,1,0.0019,1.8182
Motion_directional,Come_together,1,0.0019,0.2817
Rescuing,Rescuing,1,0.0019,2.5641
Connect,Surrendering,1,0.0019,1.2195
Action,Filling,1,0.0019,0.2695
Sending,Filling,1,0.0019,0.3745
Cause_to_make_progress,Bodily_harm,1,0.0019,0.4717
Collaboration,Removing,1,0.0019,4.1667
Coming_to_be,Collaboration,1,0.0019,0.0280
Commerce_sell,Dispersal,1,0.0019,1.4706
Quarreling,Dispersal,1,0.0019,0.9091
Commerce_sell,Quarreling,1,0.0019,1.4706
Supply,Reforming_a_system,1,0.0019,0.8929
Preserving,Process_end,1,0.0019,5.0000
Exchange,Becoming,1,0.0019,5.0000
Publishing,Coming_to_believe,1,0.0019,0.8772
Traveling,Commerce_pay,1,0.0019,0.0934
Traveling,Expend_resource,1,0.0019,0.0934
Expend_resource,Commerce_pay,1,0.0019,1.8182
Traveling,Writing,1,0.0019,0.0934
Giving,Request,1,0.0019,0.5952
Legality,Request,1,0.0019,3.0303
Traveling,Legal_rulings,1,0.0019,0.0934
Traveling,Legality,1,0.0019,0.0934
Expend_resource,Releasing,1,0.0019,1.8182
Achieve,Hindering,1,0.0019,2.2222
Perception_active,Escaping,1,0.0019,1.1236
Departing,Assistance,1,0.0019,0.4115
Assistance,Coming_to_believe,1,0.0019,0.6536
Motion_directional,Cure,1,0.0019,0.2817
Change,Scrutiny,1,0.0019,0.4255
Releasing,Criminal_investigation,1,0.0019,2.9412
Arriving,Criminal_investigation,1,0.0019,0.1328
Warning,Statement,1,0.0019,1.3158
Releasing,Arriving,1,0.0019,2.9412
Check,Legality,1,0.0019,1.6393
Giving,Legal_rulings,1,0.0019,0.5952
Know,Name_conferral,1,0.0019,0.3236
Communication,Rewards_and_punishments,1,0.0019,0.6369
Preventing_or_letting,Know,1,0.0019,0.3891
Response,Cause_change_of_strength,1,0.0019,0.6329
Preventing_or_letting,Commerce_sell,1,0.0019,0.3891
Preventing_or_letting,Commerce_pay,1,0.0019,0.3891
Supporting,Agree_or_refuse_to_act,1,0.0019,0.7246
Come_together,Surrounding,1,0.0019,0.4608
Removing,Cause_to_be_included,1,0.0019,0.5236
Agree_or_refuse_to_act,Patrolling,1,0.0019,0.3831
Escaping,Patrolling,1,0.0019,0.2899
Self_motion,Patrolling,1,0.0019,0.1328
Cause_to_amalgamate,Patrolling,1,0.0019,0.7752
Dispersal,Patrolling,1,0.0019,1.0526
Hindering,Motion_directional,1,0.0019,1.2500
Hindering,Killing,1,0.0019,1.2500
Temporary_stay,Creating,1,0.0019,2.0833
Action,Expansion,1,0.0019,0.2695
Departing,Reveal_secret,1,0.0019,0.4115
Cause_change_of_strength,GiveUp,1,0.0019,0.2532
Cause_change_of_strength,Temporary_stay,1,0.0019,0.2532
Building,Receiving,1,0.0019,0.7752
Cause_to_be_included,Filling,1,0.0019,2.9412
Reporting,Influence,1,0.0019,2.3810
Destroying,Come_together,1,0.0019,0.2119
Process_start,Patrolling,1,0.0019,0.0766
Hold,Patrolling,1,0.0019,0.1631
Change_event_time,Hold,1,0.0019,1.4085
Award,Hold,1,0.0019,11.1111
Change_event_time,Award,1,0.0019,1.4085
Statement,Bodily_harm,1,0.0019,0.5291
Warning,Damaging,1,0.0019,1.3158
Warning,Catastrophe,1,0.0019,1.3158
Cause_change_of_position_on_a_scale,Warning,1,0.0019,0.2571
Cause_to_be_included,Statement,1,0.0019,2.9412
Committing_crime,Expressing_publicly,1,0.0019,0.3636
Cause_to_be_included,Death,1,0.0019,2.9412
Influence,Motion_directional,1,0.0019,0.4651
Building,Departing,1,0.0019,0.7752
Building,Becoming,1,0.0019,0.7752
GiveUp,Motion,1,0.0019,1.6393
Writing,Convincing,1,0.0019,4.1667
Writing,Preventing_or_letting,1,0.0019,4.1667
Writing,Supply,1,0.0019,4.1667
Commitment,Reporting,1,0.0019,2.1739
Commitment,Statement,1,0.0019,2.1739
Response,Legal_rulings,1,0.0019,0.6329
Commitment,Know,1,0.0019,2.1739
Bringing,Request,1,0.0019,0.7519
Preventing_or_letting,Rewards_and_punishments,1,0.0019,0.3891
Getting,Damaging,1,0.0019,0.2959
Surrounding,Attack,1,0.0019,3.0303
Manufacturing,Removing,1,0.0019,0.7407
Come_together,Change_of_leadership,1,0.0019,0.4608
Deciding,Commitment,1,0.0019,0.5181
Achieve,Judgment_communication,1,0.0019,2.2222
Rescuing,Statement,1,0.0019,2.5641
Conquering,Rescuing,1,0.0019,0.1304
GetReady,Statement,1,0.0019,2.1739
Education_teaching,Being_in_operation,1,0.0019,1.4925
Education_teaching,Supply,1,0.0019,1.4925
Change,Being_in_operation,1,0.0019,0.4255
Competition,Being_in_operation,1,0.0019,0.0672
Process_end,Resolve_problem,1,0.0019,0.3472
Forming_relationships,Resolve_problem,1,0.0019,2.1277
Forming_relationships,Commitment,1,0.0019,2.1277
Research,Attack,1,0.0019,3.4483
Research,Motion,1,0.0019,3.4483
Research,Process_start,1,0.0019,3.4483
Killing,Confronting_problem,1,0.0019,0.1026
Sign_agreement,Killing,1,0.0019,0.6135
Self_motion,Perception_active,1,0.0019,0.1328
Process_end,Influence,1,0.0019,0.3472
Recovering,Communication,1,0.0019,0.9804
Agree_or_refuse_to_act,Cause_to_amalgamate,1,0.0019,0.3831
Manufacturing,Hindering,1,0.0019,0.7407
Destroying,Arranging,1,0.0019,0.2119
Choosing,GetReady,1,0.0019,0.3472
Cause_to_amalgamate,Check,1,0.0019,0.7752
Defending,Check,1,0.0019,0.3096
Defending,Cause_to_amalgamate,1,0.0019,0.3096
Patrolling,Change,1,0.0019,2.1739
Patrolling,Agree_or_refuse_to_act,1,0.0019,2.1739
Process_end,Agree_or_refuse_to_act,1,0.0019,0.3472
Patrolling,Traveling,1,0.0019,2.1739
Patrolling,Process_end,1,0.0019,2.1739
Catastrophe,Expend_resource,1,0.0019,0.0090
Giving,Cause_change_of_strength,1,0.0019,0.5952
Earnings_and_losses,Arrest,1,0.0019,0.3058
Preventing_or_letting,Change_of_leadership,1,0.0019,0.3891
Cause_change_of_position_on_a_scale,Placing,1,0.0019,0.2571
Perception_active,Departing,1,0.0019,1.1236
Hindering,Damaging,1,0.0019,1.2500
Preserving,Attack,1,0.0019,5.0000
Preserving,Action,1,0.0019,5.0000
Preserving,Damaging,1,0.0019,5.0000
Preserving,Hindering,1,0.0019,5.0000
Motion_directional,Supporting,1,0.0019,0.2817
Arranging,Commitment,1,0.0019,0.1311
Preserving,Bringing,1,0.0019,5.0000
Earnings_and_losses,Recording,1,0.0019,0.3058
Expansion,Earnings_and_losses,1,0.0019,1.2987
Military_operation,Cause_to_amalgamate,1,0.0019,0.1117
Control,Sign_agreement,1,0.0019,0.2809
Destroying,Limiting,1,0.0019,0.2119
Publishing,Manufacturing,1,0.0019,0.8772
Expansion,Destroying,1,0.0019,1.2987
Collaboration,Conquering,1,0.0019,4.1667
Expansion,Emptying,1,0.0019,1.2987
Emptying,Hostile_encounter,1,0.0019,2.5000
Hostile_encounter,Patrolling,1,0.0019,0.0320
Collaboration,Arriving,1,0.0019,4.1667
Coming_to_be,Come_together,1,0.0019,0.0280
Patrolling,Bodily_harm,1,0.0019,2.1739
Patrolling,Name_conferral,1,0.0019,2.1739
Education_teaching,Preventing_or_letting,1,0.0019,1.4925
Education_teaching,Damaging,1,0.0019,1.4925
Education_teaching,Name_conferral,1,0.0019,1.4925
Placing,Earnings_and_losses,1,0.0019,0.4016
Change_sentiment,Escaping,1,0.0019,2.6316
Dispersal,Request,1,0.0019,1.0526
Surrounding,Becoming,1,0.0019,3.0303
Being_in_operation,Filling,1,0.0019,0.8000
Being_in_operation,Creating,1,0.0019,0.8000
Being_in_operation,Dispersal,1,0.0019,0.8000
Receiving,Cause_to_amalgamate,1,0.0019,1.0638
Forming_relationships,Earnings_and_losses,1,0.0019,2.1277
Expressing_publicly,Connect,1,0.0019,0.4065
Preventing_or_letting,Writing,1,0.0019,0.3891
Besieging,Getting,1,0.0019,0.3788
Know,Besieging,1,0.0019,0.3236
Hold,Cause_to_amalgamate,1,0.0019,0.1631
Manufacturing,Cause_to_amalgamate,1,0.0019,0.7407
Change_event_time,Process_start,1,0.0019,1.4085
Sign_agreement,Hold,1,0.0019,0.6135
Creating,Limiting,1,0.0019,0.1715
Recording,Social_event,1,0.0019,2.2222
Reforming_a_system,Control,1,0.0019,2.0408
Control,Expansion,1,0.0019,0.2809
Getting,Preserving,1,0.0019,0.2959
Bearing_arms,Destroying,1,0.0019,7.1429
Expressing_publicly,Request,1,0.0019,0.4065
Rewards_and_punishments,Killing,1,0.0019,4.1667
Telling,GiveUp,1,0.0019,2.1277
Telling,Escaping,1,0.0019,2.1277
Expansion,Besieging,1,0.0019,1.2987
Action,Telling,1,0.0019,0.2695
Placing,Hiding_objects,1,0.0019,0.4016
Being_in_operation,Influence,1,0.0019,0.8000
Being_in_operation,Rewards_and_punishments,1,0.0019,0.8000
Being_in_operation,Coming_to_believe,1,0.0019,0.8000
Being_in_operation,Agree_or_refuse_to_act,1,0.0019,0.8000
Catastrophe,Rewards_and_punishments,1,0.0019,0.0090
Hiding_objects,Coming_to_be,1,0.0019,4.1667
Supply,Motion,1,0.0019,0.8929
Expend_resource,Name_conferral,1,0.0019,1.8182
Giving,Change_event_time,1,0.0019,0.5952
Assistance,Earnings_and_losses,1,0.0019,0.6536
Choosing,Body_movement,1,0.0019,0.3472
Expressing_publicly,Deciding,1,0.0019,0.4065
Action,Releasing,1,0.0019,0.2695
Removing,Building,1,0.0019,0.5236
Dispersal,Killing,1,0.0019,1.0526
Dispersal,Conquering,1,0.0019,1.0526
Conquering,Manufacturing,1,0.0019,0.1304
Choosing,Control,1,0.0019,0.3472
Arrest,Military_operation,1,0.0019,0.4695
Communication,Hostile_encounter,1,0.0019,0.6369
Communication,Change_of_leadership,1,0.0019,0.6369
Control,Receiving,1,0.0019,0.2809
Change_event_time,Sign_agreement,1,0.0019,1.4085
Bodily_harm,Deciding,1,0.0019,0.3125
Bodily_harm,Reveal_secret,1,0.0019,0.3125
Request,Cure,1,0.0019,0.2188
Conquering,Cure,1,0.0019,0.1304
Know,Action,1,0.0019,0.3236
Know,Cure,1,0.0019,0.3236
Action,Cure,1,0.0019,0.2695
Know,Recording,1,0.0019,0.3236
Request,Presence,1,0.0019,0.2188
Cause_change_of_position_on_a_scale,Presence,1,0.0019,0.2571
Presence,Besieging,1,0.0019,0.1764
Military_operation,Change_event_time,1,0.0019,0.1117
Quarreling,Change_event_time,1,0.0019,0.9091
Response,Cause_change_of_position_on_a_scale,1,0.0019,0.6329
Expressing_publicly,Bearing_arms,1,0.0019,0.4065
Commitment,Sign_agreement,1,0.0019,2.1739
Motion,Military_operation,1,0.0019,0.0771
Coming_to_believe,Destroying,1,0.0019,2.0408
Sign_agreement,Destroying,1,0.0019,0.6135
Manufacturing,Supply,1,0.0019,0.7407
Commitment,Presence,1,0.0019,2.1739
GetReady,Action,1,0.0019,2.1739
Coming_to_believe,Expressing_publicly,1,0.0019,2.0408
Coming_to_believe,Change,1,0.0019,2.0408
Manufacturing,Military_operation,1,0.0019,0.7407
Change,Expressing_publicly,1,0.0019,0.4255
Assistance,Cause_change_of_strength,1,0.0019,0.6536
Military_operation,Filling,1,0.0019,0.1117
Bearing_arms,Hostile_encounter,1,0.0019,7.1429
Competition,Rewards_and_punishments,1,0.0019,0.0672
Scrutiny,Attack,1,0.0019,1.1364
Besieging,Arrest,1,0.0019,0.3788
Publishing,Cause_to_be_included,1,0.0019,0.8772
Commitment,Change,1,0.0019,2.1739
Commitment,Request,1,0.0019,2.1739
Commitment,Name_conferral,1,0.0019,2.1739
Manufacturing,Dispersal,1,0.0019,0.7407
Communication,Damaging,1,0.0019,0.6369
Filling,Reporting,1,0.0019,2.1739
Dispersal,Escaping,1,0.0019,1.0526
Coming_to_be,Limiting,1,0.0019,0.0280
Bearing_arms,Getting,1,0.0019,7.1429
Agree_or_refuse_to_act,Getting,1,0.0019,0.3831
Bearing_arms,Recording,1,0.0019,7.1429
Getting,Sign_agreement,1,0.0019,0.2959
Resolve_problem,Becoming,1,0.0019,3.5714
Collaboration,Sign_agreement,1,0.0019,4.1667
Collaboration,Change,1,0.0019,4.1667
Communication,Hold,1,0.0019,0.6369
Assistance,Social_event,1,0.0019,0.6536
Judgment_communication,Quarreling,1,0.0019,0.4065
Process_end,Releasing,1,0.0019,0.3472
Request,Change_event_time,1,0.0019,0.2188
Change_event_time,Judgment_communication,1,0.0019,1.4085
Change,Arrest,1,0.0019,0.4255
Coming_to_believe,Arrest,1,0.0019,2.0408
Legal_rulings,Coming_to_believe,1,0.0019,1.2987
Becoming_a_member,Removing,1,0.0019,1.2346
Judgment_communication,Coming_to_believe,1,0.0019,0.4065
Convincing,Arrest,1,0.0019,1.0638
Expressing_publicly,Reveal_secret,1,0.0019,0.4065
Deciding,Arranging,1,0.0019,0.5181
Request,Collaboration,1,0.0019,0.2188
Scrutiny,Preventing_or_letting,1,0.0019,1.1364
Self_motion,Filling,1,0.0019,0.1328
Filling,Recovering,1,0.0019,2.1739
Social_event,Arriving,1,0.0019,0.0783
Cause_change_of_strength,Rewards_and_punishments,1,0.0019,0.2532
Know,Expansion,1,0.0019,0.3236
Cause_change_of_strength,Surrendering,1,0.0019,0.2532
Cause_to_be_included,Becoming,1,0.0019,2.9412
Besieging,Agree_or_refuse_to_act,1,0.0019,0.3788
Convincing,Hostile_encounter,1,0.0019,1.0638
Hold,Convincing,1,0.0019,0.1631
Giving,Creating,1,0.0019,0.5952
Hindering,Sending,1,0.0019,1.2500
Besieging,Action,1,0.0019,0.3788
Coming_to_believe,Cause_change_of_strength,1,0.0019,2.0408
Death,Filling,1,0.0019,0.2128
Coming_to_believe,Arriving,1,0.0019,2.0408
Response,Use_firearm,1,0.0019,0.6329
Come_together,Assistance,1,0.0019,0.4608
Convincing,Hiding_objects,1,0.0019,1.0638
Limiting,Creating,1,0.0019,7.1429
Preventing_or_letting,Limiting,1,0.0019,0.3891
Motion,Limiting,1,0.0019,0.0771
Cause_to_be_included,Preventing_or_letting,1,0.0019,2.9412
Statement,Wearing,1,0.0019,0.5291
Motion_directional,Quarreling,1,0.0019,0.2817
Motion_directional,Writing,1,0.0019,0.2817
Supply,Expressing_publicly,1,0.0019,0.8929
Expend_resource,Giving,1,0.0019,1.8182
Supporting,Commerce_pay,1,0.0019,0.7246
Reforming_a_system,Escaping,1,0.0019,2.0408
Building,Military_operation,1,0.0019,0.7752
Hindering,Hiding_objects,1,0.0019,1.2500
Statement,Warning,1,0.0019,0.5291
Statement,Getting,1,0.0019,0.5291
Connect,Use_firearm,1,0.0019,1.2195
Patrolling,Achieve,1,0.0019,2.1739
Change,Connect,1,0.0019,0.4255
Arriving,Collaboration,1,0.0019,0.1328
Connect,Recovering,1,0.0019,1.2195
Recording,Temporary_stay,1,0.0019,2.2222
Competition,Commerce_pay,1,0.0019,0.0672
Process_end,Supporting,1,0.0019,0.3472
Recovering,Body_movement,1,0.0019,0.9804
Change_event_time,Conquering,1,0.0019,1.4085
Bringing,Change,1,0.0019,0.7519
Bringing,Cause_to_amalgamate,1,0.0019,0.7519
Cause_change_of_position_on_a_scale,Cause_to_amalgamate,1,0.0019,0.2571
Cause_to_amalgamate,Change,1,0.0019,0.7752
Hindering,Emptying,1,0.0019,1.2500
Escaping,Emptying,1,0.0019,0.2899
Departing,Building,1,0.0019,0.4115
Departing,Carry_goods,1,0.0019,0.4115
Catastrophe,Commerce_sell,1,0.0019,0.0090
Sending,Commerce_sell,1,0.0019,0.3745
Name_conferral,Commerce_sell,1,0.0019,3.5714
Manufacturing,Control,1,0.0019,0.7407
Know,Protest,1,0.0019,0.3236
Limiting,Getting,1,0.0019,7.1429
Presence,Change_event_time,1,0.0019,0.1764
Change_of_leadership,GiveUp,1,0.0019,0.1770
GiveUp,Bringing,1,0.0019,1.6393
Assistance,Action,1,0.0019,0.6536
Statement,Bringing,1,0.0019,0.5291
Placing,Social_event,1,0.0019,0.4016
Change_of_leadership,Action,1,0.0019,0.1770
Emptying,Motion,1,0.0019,2.5000
Dispersal,Emptying,1,0.0019,1.0526
Come_together,Placing,1,0.0019,0.4608
Dispersal,Deciding,1,0.0019,1.0526
Come_together,Hold,1,0.0019,0.4608
Reporting,Besieging,1,0.0019,2.3810
Besieging,Damaging,1,0.0019,0.3788
Reporting,Death,1,0.0019,2.3810
Reporting,Damaging,1,0.0019,2.3810
Reporting,Protest,1,0.0019,2.3810
Destroying,Besieging,1,0.0019,0.2119
Destroying,Protest,1,0.0019,0.2119
Reporting,Killing,1,0.0019,2.3810
Killing,Coming_to_believe,1,0.0019,0.1026
Self_motion,Manufacturing,1,0.0019,0.1328
Communication,Publishing,1,0.0019,0.6369
Communication,Process_start,1,0.0019,0.6369
Departing,Removing,1,0.0019,0.4115
Arriving,Education_teaching,1,0.0019,0.1328
Connect,Process_start,1,0.0019,1.2195
Supporting,Removing,1,0.0019,0.7246
Supporting,Arriving,1,0.0019,0.7246
Escaping,Creating,1,0.0019,0.2899
Connect,Creating,1,0.0019,1.2195
Request,Carry_goods,1,0.0019,0.2188
Cause_change_of_strength,Placing,1,0.0019,0.2532
Commitment,Coming_to_believe,1,0.0019,2.1739
Expend_resource,Coming_to_believe,1,0.0019,1.8182
Expend_resource,Social_event,1,0.0019,1.8182
Connect,Body_movement,1,0.0019,1.2195
GetReady,Judgment_communication,1,0.0019,2.1739
Deciding,Competition,1,0.0019,0.5181
Supply,Assistance,1,0.0019,0.8929
Rescuing,Change_event_time,1,0.0019,2.5641
Committing_crime,Recording,1,0.0019,0.3636
Escaping,Cure,1,0.0019,0.2899
Publishing,Catastrophe,1,0.0019,0.8772
Terrorism,Come_together,1,0.0019,0.1754
Placing,Terrorism,1,0.0019,0.4016
Cause_to_make_progress,Placing,1,0.0019,0.4717
Cause_to_make_progress,Hold,1,0.0019,0.4717
Cause_to_make_progress,Receiving,1,0.0019,0.4717
Motion,Education_teaching,1,0.0019,0.0771
Traveling,Reveal_secret,1,0.0019,0.0934
Perception_active,Killing,1,0.0019,1.1236
Change_sentiment,Coming_to_believe,1,0.0019,2.6316
Coming_to_believe,Communication,1,0.0019,2.0408
Use_firearm,Hold,1,0.0019,0.1316
Killing,Becoming_a_member,1,0.0019,0.1026
Assistance,Publishing,1,0.0019,0.6536
Supply,Death,1,0.0019,0.8929
Supply,Scrutiny,1,0.0019,0.8929
Expansion,Damaging,1,0.0019,1.2987
Reporting,Process_start,1,0.0019,2.3810
Reporting,Surrounding,1,0.0019,2.3810
Hostile_encounter,Connect,1,0.0019,0.0320
Expansion,Connect,1,0.0019,1.2987
Coming_to_believe,Emptying,1,0.0019,2.0408
Receiving,Motion_directional,1,0.0019,1.0638
Preserving,Patrolling,1,0.0019,5.0000
Preserving,Besieging,1,0.0019,5.0000
Social_event,Manufacturing,1,0.0019,0.0783
Process_start,Reveal_secret,1,0.0019,0.0766
Competition,GetReady,1,0.0019,0.0672
Conquering,Surrounding,1,0.0019,0.1304
Escaping,Surrounding,1,0.0019,0.2899
Achieve,Deciding,1,0.0019,2.2222
Destroying,Publishing,1,0.0019,0.2119
Cause_to_be_included,Damaging,1,0.0019,2.9412
Request,Bearing_arms,1,0.0019,0.2188
Body_movement,Cause_change_of_strength,1,0.0019,1.1236
Control,Hiding_objects,1,0.0019,0.2809
Perception_active,Process_start,1,0.0019,1.1236
